0	1
1	2
2	3
3	5
4	8
5	13
6	18
7	23
8	22
9	30
10	40
11	64
12	86
13	129
14	164
15	231
16	281
17	422
18	546
19	827
0	1
1	1
2	1
3	2
4	2
5	3
6	3
7	4
8	5
9	6
10	6
11	6
12	8
13	11
14	16
15	21
16	28
17	32
18	39
19	50
0	1
1	2
2	3
3	2
4	3
5	6
6	9
7	9
8	5
9	4
10	5
11	6
12	7
13	8
14	9
15	12
16	18
17	27
18	34
19	40
0	1
1	2
2	2
3	3
4	3
5	4
6	4
7	3
8	3
9	4
10	6
11	6
12	6
13	4
14	3
15	2
16	2
17	2
18	2
19	2
0	1
1	2
2	4
3	6
4	8
5	12
6	20
7	34
8	57
9	93
10	150
11	247
12	423
13	762
14	1450
15	2860
16	5710
17	11420
18	22840
19	45680
0	1
1	2
2	3
3	6
4	10
5	15
6	19
7	24
8	30
9	45
10	57
11	91
12	133
13	207
14	298
15	426
16	565
17	607
18	651
19	664
0	1
1	2
2	3
3	4
4	5
5	7
6	7
7	8
8	10
9	14
10	18
11	22
12	27
13	33
14	44
15	61
16	74
17	88
18	102
19	117
0	1
1	1
2	1
3	1
4	2
5	2
6	3
7	1
8	1
9	2
10	1
11	2
12	3
13	5
14	9
15	12
16	12
17	9
18	6
19	5
0	1
1	2
2	4
3	4
4	5
5	4
6	4
7	5
8	7
9	10
10	13
11	10
12	9
13	6
14	10
15	6
16	12
17	10
18	12
19	16
0	1
1	2
2	3
3	3
4	4
5	5
6	7
7	6
8	5
9	6
10	5
11	7
12	7
13	11
14	11
15	9
16	12
17	16
18	14
19	13
0	1
1	2
2	2
3	3
4	4
5	5
6	7
7	11
8	20
9	27
10	24
11	22
12	20
13	19
14	24
15	25
16	26
17	27
18	23
19	22
0	1
1	2
2	3
3	3
4	5
5	10
6	10
7	14
8	21
9	25
10	30
11	33
12	41
13	48
14	48
15	36
16	30
17	33
18	33
19	33
0	1
1	2
2	3
3	4
4	4
5	4
6	1
7	1
8	1
9	1
10	2
11	3
12	3
13	2
14	2
15	3
16	5
17	7
18	10
19	11
0	1
1	1
2	1
3	2
4	2
5	3
6	5
7	5
8	4
9	4
10	4
11	5
12	7
13	9
14	8
15	6
16	4
17	3
18	4
19	6
0	1
1	2
2	2
3	1
4	2
5	4
6	5
7	6
8	9
9	9
10	6
11	6
12	9
13	10
14	8
15	10
16	11
17	14
18	15
19	17
0	1
1	2
2	3
3	5
4	6
5	8
6	14
7	22
8	34
9	53
10	94
11	171
12	329
13	644
14	1279
15	2553
16	5102
17	10204
18	20408
19	40816
0	1
1	2
2	3
3	4
4	5
5	6
6	7
7	9
8	13
9	18
10	22
11	29
12	37
13	57
14	85
15	139
16	246
17	463
18	901
19	1786
0	1
1	2
2	1
3	2
4	4
5	5
6	7
7	8
8	10
9	14
10	21
11	26
12	34
13	52
14	73
15	96
16	129
17	169
18	233
19	336
0	1
1	1
2	1
3	2
4	2
5	1
6	1
7	1
8	1
9	1
10	2
11	1
12	1
13	2
14	1
15	2
16	1
17	1
18	2
19	3
0	1
1	2
2	4
3	5
4	8
5	10
6	16
7	23
8	31
9	42
10	62
11	95
12	130
13	180
14	266
15	389
16	593
17	856
18	1238
19	1856
0	1
1	2
2	2
3	4
4	5
5	5
6	6
7	4
8	3
9	2
10	2
11	3
12	2
13	2
14	3
15	4
16	5
17	8
18	9
19	13
0	1
1	2
2	2
3	3
4	3
5	3
6	3
7	3
8	4
9	6
10	8
11	9
12	9
13	10
14	13
15	16
16	16
17	22
18	39
19	72
0	1
1	2
2	3
3	5
4	5
5	3
6	4
7	5
8	8
9	11
10	14
11	19
12	20
13	32
14	29
15	38
16	46
17	62
18	83
19	94
0	1
1	2
2	3
3	4
4	5
5	10
6	9
7	11
8	16
9	23
10	24
11	31
12	45
13	65
14	85
15	108
16	129
17	141
18	129
19	134
0	1
1	1
2	1
3	2
4	3
5	4
6	5
7	8
8	8
9	6
10	6
11	7
12	9
13	11
14	15
15	18
16	27
17	35
18	45
19	57
0	1
1	2
2	4
3	4
4	2
5	2
6	4
7	6
8	9
9	10
10	10
11	14
12	21
13	22
14	22
15	20
16	25
17	30
18	40
19	34
0	1
1	2
2	4
3	4
4	6
5	8
6	13
7	19
8	26
9	35
10	47
11	69
12	86
13	88
14	86
15	66
16	42
17	25
18	11
19	6
0	1
1	2
2	3
3	5
4	7
5	8
6	9
7	13
8	16
9	18
10	21
11	27
12	37
13	43
14	44
15	48
16	66
17	92
18	108
19	117
0	1
1	1
2	2
3	2
4	2
5	1
6	1
7	2
8	3
9	4
10	5
11	7
12	11
13	15
14	17
15	18
16	23
17	27
18	37
19	52
0	1
1	2
2	3
3	2
4	3
5	4
6	5
7	5
8	4
9	3
10	4
11	4
12	3
13	3
14	3
15	3
16	3
17	3
18	4
19	7
0	1
1	2
2	3
3	5
4	7
5	12
6	16
7	12
8	9
9	6
10	11
11	13
12	10
13	7
14	8
15	13
16	19
17	21
18	17
19	11
0	1
1	2
2	2
3	3
4	3
5	3
6	4
7	5
8	7
9	8
10	10
11	12
12	16
13	21
14	32
15	36
16	39
17	46
18	44
19	42
0	1
1	2
2	2
3	3
4	5
5	5
6	5
7	6
8	6
9	9
10	13
11	14
12	14
13	16
14	18
15	18
16	19
17	18
18	17
19	19
0	1
1	1
2	2
3	4
4	5
5	5
6	3
7	2
8	3
9	4
10	6
11	9
12	18
13	29
14	38
15	51
16	63
17	69
18	58
19	57
0	1
1	2
2	2
3	4
4	5
5	7
6	9
7	15
8	20
9	19
10	20
11	26
12	27
13	32
14	36
15	33
16	31
17	35
18	48
19	54
0	1
1	2
2	2
3	2
4	4
5	6
6	9
7	13
8	14
9	20
10	27
11	31
12	32
13	35
14	28
15	20
16	15
17	10
18	7
19	7
0	1
1	2
2	3
3	3
4	3
5	2
6	2
7	2
8	2
9	3
10	5
11	5
12	7
13	8
14	10
15	11
16	13
17	22
18	33
19	49
0	1
1	2
2	4
3	4
4	4
5	3
6	3
7	5
8	7
9	10
10	11
11	12
12	13
13	14
14	15
15	12
16	12
17	11
18	16
19	23
0	1
1	2
2	4
3	5
4	9
5	16
6	20
7	21
8	22
9	30
10	41
11	61
12	87
13	145
14	233
15	390
16	651
17	1063
18	1723
19	2667
0	1
1	2
2	4
3	6
4	11
5	18
6	22
7	32
8	45
9	54
10	64
11	82
12	100
13	131
14	190
15	272
16	387
17	559
18	815
19	1152
0	1
1	2
2	4
3	5
4	9
5	15
6	21
7	30
8	40
9	48
10	49
11	45
12	48
13	49
14	55
15	84
16	144
17	223
18	349
19	516
0	1
1	2
2	3
3	4
4	6
5	8
6	11
7	18
8	32
9	59
10	113
11	222
12	443
13	886
14	1772
15	3544
16	7088
17	14176
18	28352
19	56704
0	1
1	2
2	3
3	5
4	7
5	8
6	8
7	12
8	20
9	30
10	36
11	33
12	24
13	16
14	14
15	19
16	24
17	25
18	25
19	21
0	1
1	2
2	3
3	4
4	4
5	5
6	5
7	8
8	10
9	13
10	17
11	19
12	19
13	14
14	16
15	18
16	17
17	10
18	6
19	6
0	1
1	2
2	3
3	3
4	2
5	2
6	1
7	1
8	1
9	2
10	2
11	3
12	3
13	3
14	4
15	8
16	16
17	32
18	64
19	128
0	1
1	2
2	2
3	3
4	4
5	4
6	6
7	8
8	9
9	10
10	12
11	16
12	21
13	28
14	35
15	43
16	47
17	52
18	43
19	40
0	1
1	2
2	2
3	2
4	2
5	3
6	4
7	4
8	2
9	2
10	3
11	5
12	6
13	5
14	4
15	5
16	9
17	15
18	20
19	29
0	1
1	1
2	1
3	1
4	2
5	2
6	2
7	2
8	1
9	2
10	2
11	2
12	2
13	4
14	6
15	8
16	12
17	10
18	4
